,Authors,Date,Link,Tickers,Title,Strategy
20872, Bill Maurer,2015-11-24 13:58:00,/article/3710416-teslas-growing-problems-recall-related,TSLA,Tesla's Growing Problems Are Not Recall Related,Short
20873, Alpha Gen Capital,2015-11-24 12:10:00,/article/3706856-despite-fall-carmax-still-room-decline,KMX,"Despite Fall, CarMax Still Has Room To Decline",Short
20874, Orange Peel Investments,2015-11-24 10:49:00,/article/3709506-kalobios-short-squeeze,HGEN,The KaloBios Short Squeeze Is Over,Short
20875, Christiaan van der Meer,2015-11-24 09:49:00,/article/3709456-mercadolibre-well-positioned-will-get-presents,MELI,"MercadoLibre: Well Positioned, But Who Will Get The Presents?",Short
20876, Khurram Rao,2015-11-24 04:38:00,/article/3708706-clarcor-disappointing-q3-mean-investors,CLC,CLARCOR - What Does A Disappointing Q3 Mean For Investors?,Short
20877, Anton Wahlman,2015-11-24 03:02:00,/article/3708306-tesla-prices-model-x-81200-151450,TSLA,"Tesla Prices Model X From $81,200 To $151,450",Short
20878, David Trainer,2015-11-24 00:35:00,/article/3708336-jarden-corporation-benefits-insiders-destroying-shareholder-value,JAH,Jarden Corporation Benefits Insiders While Destroying Shareholder Value,Short
20879," Edward Vranic, CFA",2015-11-23 15:50:00,/article/3707386-osiris-therapeutics-latest-sec-filing-opens-door-accounting-concerns,OSIR,Osiris Therapeutics' Latest SEC Filing Opens The Door For More Accounting Concerns,Short
20880, Bill Maurer,2015-11-23 15:42:00,/article/3706936-amazon-may-topping,AMZN,Amazon May Be Topping Out,Short
20881, Sladderdash Stock Research,2015-11-23 11:54:00,/article/3706666-puresnax-international-inc-overvalued-next-stock-promotion,PSNX,"PureSnax International Inc.: Overvalued, But Up Next For A Stock Promotion?",Short
20882, Josh Arnold,2015-11-23 11:53:00,/article/3705856-wal-mart-save-money-live-better-without-terrible-stock,WMT,"Wal-Mart: Save Your Money, Live Better Without This Terrible Stock",Short
20884," William Matson, CFA",2015-11-23 08:55:00,/article/3705866-philidors-alleged-altering-prescriptions-mean-multi-billion-dollar-liabilities-valeant,VRX,Philidor's Alleged Altering Of Prescriptions Could Mean Multi-Billion Dollar Liabilities For Valeant,Short
20885, Shock Exchange,2015-11-23 07:41:00,/article/3705816-ignore-citigroup-valeants-debt-covenants-problem,VRX,"Ignore Citigroup, Valeant's Debt Covenants Could Be A Problem",Short
20886, Ali Nassimi,2015-11-23 07:31:00,/article/3705786-challenges-cliffs-natural-resources-go-far-beyond-chinas-slowdown,CLF,Challenges For Cliffs Natural Resources Go Far Beyond China's Slowdown,Short
20887, Whitney Tilson,2015-11-23 07:27:00,/article/3705086-wayfairs-compensation-shenanigans-massive-insider-selling,W,Wayfair's Compensation Shenanigans And Massive Insider Selling,Short
20888, L&F Capital Management,2015-11-23 06:18:00,/article/3705216-chipotle-e-coli-scare-will-hurt-unit-sales-short-500,CMG,Chipotle: E. Coli Scare Will Hurt Unit Sales; Short To Below $500,Short
20890, Travis Brown,2015-11-21 04:43:00,/article/3703746-etsy-overpriced-departing-business-ethos,ETSY,Etsy: Overpriced And Departing From Business Ethos,Short
20891, Josh Arnold,2015-11-21 04:18:00,/article/3703716-chuys-will-struggle-2016,CHUY,Chuy's Will Struggle In 2016,Short
20892, Elephant Analytics,2015-11-20 19:26:00,/article/3703476-angies-list-worth-around-6-standalone-company-9-acquisition-target,ANGI,"Angie's List: Worth Around $6 As A Standalone Company, $9 As An Acquisition Target",Short
20894, Doyle Publishing Ltd.,2015-11-20 18:08:00,/article/3703376-reasons-avoid-timken-company,TKR,Reasons To Avoid The Timken Company,Short
20895, Simple Investment Ideas,2015-11-20 17:32:00,/article/3703276-enphase-competitive-landscape-forces-dramatic-cost-reduction-plan,ENPH,Enphase: Competitive Landscape Forces Dramatic Cost Reduction Plan,Short
20897, WestEnd511,2015-11-20 11:28:00,/article/3702246-vipshop-blame-weather,VIPS,Vipshop: Blame It On The Weather,Short
20898, William Bias,2015-11-20 11:08:00,/article/3702096-investors-stay-away-leapfrog,LF,Investors Should Stay Away From LeapFrog,Short
20899, Paulo Santos,2015-11-20 10:09:00,/article/3701946-tesla-2500-danish-license-plates-mystery,TSLA,"Tesla: More On The 2,500 Danish License Plates Mystery",Short
20900, Cash is King,2015-11-19 17:14:00,/article/3700026-exxon-mobil-stock-remain-downtrend,XOM,Exxon Mobil Stock To Remain In A Downtrend,Short
20901, Bart van Velzen,2015-11-19 16:18:00,/article/3699876-agrieuro-corporation-stock-promotion-will-likely-end-disaster,EURI,AgriEuro Corporation: A Stock Promotion That Will Likely End In Disaster,Short
20902, Aurelius,2015-11-19 15:04:00,/article/3699616-bofi-risky-loans-undisclosed-balance-sheet-spes-found-disguised-within-mortgage-warehouse,BOFI,"BofI: Risky Loans To Undisclosed, Off-Balance Sheet SPEs Found Disguised Within Mortgage Warehouse Portfolio",Short
20904, DazeTrader,2015-11-19 12:15:00,/article/3699146-national-waste-management-holdings-insiders-history-misleading-sec-filings,NWMH,National Waste Management Holdings Insiders Have A History Of Misleading SEC Filings,Short
20907, Brandon Dempster,2015-11-19 10:03:00,/article/3698586-alcoa-overshadowed,AA,Alcoa Is Overshadowed By Itself,Short
20908," Edward Vranic, CFA",2015-11-19 08:56:00,/article/3698406-analyst-downgrade-osiris-therapeutics-raises-serious-accounting-concerns,OSIR,Analyst Downgrade Of Osiris Therapeutics Raises Serious Accounting Concerns,Short
20909, Plain Vanilla Research,2015-11-19 08:39:00,/article/3698336-armour-sell-falls,UAA,Under Armour: Sell Before It Falls,Short
20910, Josh Arnold,2015-11-19 08:27:00,/article/3698306-lowes-looks-like-nice-short-q3-earnings,LOW,Lowe's Looks Like A Nice Short Off Of Q3 Earnings,Short
20912, Brandon Dempster,2015-11-19 06:55:00,/article/3698106-seriously-j-c-penney,JCP,Do You Seriously Own J.C. Penney?,Short
20913, Henrik Alex,2015-11-18 17:32:00,/article/3696736-another-year-another-cfo-time-short-supercom-ahead-q3-earnings,SPCB,"Another Year, Another CFO: Time To Short SuperCom Ahead Of Q3 Earnings",Short
20914, SqueezeMetrics,2015-11-18 15:07:00,/article/3696256-bad-news-kindred-biosciences,KIN,Bad News For Kindred Biosciences,Short
20915, Vince Martin,2015-11-18 14:59:00,/article/3696216-short-mcdonalds-112,MCD,Why I'm Short McDonald's At $112,Short
20916, Shock Exchange,2015-11-18 14:03:00,/article/3695956-valeant-paltry-sales-female-vigara-1-billion-headache,VRX,Valeant: Are Paltry Sales Of 'Female Vigara' A $1 Billion Headache?,Short
20917, Whitney Tilson,2015-11-18 11:38:00,/article/3694436-wayfair-doubles-poisoning-partners-customers,W,Wayfair Doubles Down On Poisoning Its (And Its Partners') Customers,Short
20918, Khurram Rao,2015-11-18 10:26:00,/article/3695056-short-term-prospects-remain-bleak-actuant-corporation,ATU,Short-Term Prospects Remain Bleak For Actuant Corporation,Short
20919, Vince Martin,2015-11-18 08:05:00,/article/3691336-bebe-stores-looks-like-zero,BEBE,Bebe Stores Looks Like Zero,Short
20920, Alexander Valtsev,2015-11-17 23:40:00,/article/3694036-new-market-environment-chemtura-sell,CHMT,"In The New Market Environment, Chemtura Is A Sell",Short
20921, Michael Blair,2015-11-17 19:30:00,/article/3693786-qualcomm-may-suffer-long-slow-descent-core-technology-loses-luster,QCOM,Qualcomm May Suffer A Long And Slow Descent As Its Core Technology Loses Luster,Short
20922, Dorsia Capital,2015-11-17 13:53:00,/article/3692506-2016-can-valeant-maintain-3-1-ebitda-interest-ratio-required-debt-covenants,VRX,"In 2016, Can Valeant Maintain The 3:1 EBITDA/Interest Ratio Required By Its Debt Covenants?",Short
20923, John Winsell Davies,2015-11-17 13:45:00,/article/3692476-monsters-mephistophelian-wilde-ride-short-decelerating-fundamentals-category-re-rating,MNST,Monster's Mephistophelian Wilde Ride - Short On Decelerating Fundamentals And Category Re-Rating,Short
20924, Regarded Solutions,2015-11-17 12:06:00,/article/3692106-reality-retail-macys,M,The Reality Of Retail And Of Macy's,Short
20925, Alex Cho,2015-11-17 11:49:00,/article/3692066-priceline-3-years-changing-stance,BKNG,Priceline: After 3 Years I'm Changing My Stance,Short
20926, The Street Sweeper,2015-11-17 11:36:00,/article/3691976-titan-machinery-titanic-downside-risk,TITN,Titan Machinery: Titanic Downside Risk,Short
20927, Alex Pitti,2015-11-17 10:40:00,/article/3691746-whiffed-party-city-numbers-scary,PRTY,I Whiffed On Party City: The Numbers Were Scary,Short
20928, Simple Investment Ideas,2015-11-17 10:25:00,/article/3691676-troubles-continue-plague-yingli,YGE,Troubles Continue To Plague Yingli,Short
20929, Josh Arnold,2015-11-17 09:28:00,/article/3691506-shake-shacks-secondary-yet-another-reason-sell,SHAK,Shake Shack's Secondary Is Yet Another Reason To Sell,Short
20930, Orange Peel Investments,2015-11-17 08:48:00,/article/3691366-wayfair-enormous-new-problems,W,Wayfair Has Enormous (New) Problems,Short
20931, Ayush Singh,2015-11-17 08:34:00,/article/3691326-westport-innovations-racing-time,WPRT,Westport Innovations Is Racing Against Time,Short
20932, Courage & Conviction Investing,2015-11-17 08:12:00,/article/3691296-fitbit-still-great-short-29,FIT,Fitbit Is Still A Great Short At $29,Short
20933, Doyle Publishing Ltd.,2015-11-17 07:31:00,/article/3691156-quidel-corporation-sell,QDEL,Quidel Corporation Is A Sell,Short
20934, Plain Vanilla Research,2015-11-16 22:06:00,/article/3690276-still-late-sell-j-c-penney,JCP,Still Not Too Late To Sell J.C. Penney,Short
20936, Claudio Rizzini,2015-11-16 13:46:00,/article/3688496-samsungs-strategy-set-erode-qualcomms-market,QCOM,Samsung's Strategy Is Set To Erode Qualcomm's Market,Short
20937, KIA Investment Research,2015-11-16 12:28:00,/article/3688156-blackberrys-weaker-security-priv-impact-enterprise-government-adoption,BB,BlackBerry's Weaker Security For The Priv Could Impact Enterprise And Government Adoption,Short
20938, Shock Exchange,2015-11-16 12:09:00,/article/3688066-sans-regulatory-risks-valeant-worth-35,VRX,"Sans Regulatory Risks, Valeant Is Worth $35",Short
20939, Catalyst Ideas,2015-11-16 10:45:00,/article/3687666-suncoke-energy-classic-value-trap-avoid-getting-crushed,SXC,"SunCoke Energy: Classic Value Trap, Avoid Getting Crushed",Short
20940, Doyle Publishing Ltd.,2015-11-15 12:07:00,/article/3685976-sciquest-little-much,SQI,SciQuest: Too Little For Too Much,Short
20941, Alex Cho,2015-11-15 11:50:00,/article/3685946-qualcomm-poorly-positioned-compete-apple-samsung,QCOM,Qualcomm Poorly Positioned To Compete With Apple And Samsung,Short
20942, Greenwich Research Group,2015-11-14 06:20:00,/article/3682926-impac-mortgage-reports-surprisingly-bad-quarter,IMH,Impac Mortgage Reports A Surprisingly Bad Quarter,Short
20943, EnerTuition,2015-11-14 06:00:00,/article/3682836-sunrun-disclosures-improve-business-model-remains-broken,RUN,"Sunrun Disclosures Improve, But The Business Model Remains Broken",Short
20945," Ben Keith, CFA",2015-11-13 13:56:00,/article/3684016-fitbit-beware-dilution,FIT,Fitbit: Beware The Dilution,Short
20946, Orange Peel Investments,2015-11-13 13:50:00,/article/3683986-yelp-let-share-price-fool,YELP,Yelp: Don't Let The Share Price Fool You,Short
20947, Henrik Alex,2015-11-13 13:18:00,/article/3683886-plug-power-tries-limit-share-price-damage-announcing-new-supply-deal-3m,PLUG,Plug Power Tries To Limit Share Price Damage By Announcing New Supply Deal With 3M,Short
20948, Zenith Investments,2015-11-13 12:31:00,/article/3683716-autodesk-starting-look-overpriced,ADSK,Autodesk Is Starting To Look Overpriced,Short
20950, Cash is King,2015-11-13 10:07:00,/article/3683286-short-analog-devices-targeting-40-mark,ADI,"Short Analog Devices, Targeting $40 Mark",Short
20953, Shock Exchange,2015-11-12 17:30:00,/article/3681296-rumors-suggest-valeant-played-key-role-operating-troubled-philidor,VRX,Rumors Suggest Valeant Played A Key Role In Operating Troubled Philidor,Short
20955, The Spyder,2015-11-12 12:30:00,/article/3679776-technical-accounting-analysis-jamba-juice-suggests-weakening-demand-and-future-earnings-risk,JMBA,Technical Accounting Analysis Of Jamba Juice Suggests Weakening Demand & Future Earnings Risk,Short
20956, TX Opportunity,2015-11-12 11:47:00,/article/3679606-schnitzer-primed-follow-sims-metal-collapse,SCHN,Schnitzer Is Primed To Follow Sims Metal Collapse,Short
20958, Doyle Publishing Ltd.,2015-11-12 10:38:00,/article/3679356-t-mobile-great-expectations-limited-profitability,TMUS,"T-Mobile: Great Expectations, Limited Profitability",Short
20959, David Trainer,2015-11-12 10:03:00,/article/3679166-proofpoints-profits-lacking,PFPT,Proofpoint's Profits Are Lacking,Short
20960, Deep Discount Investor,2015-11-12 09:57:00,/article/3679146-nuverra-environmental-solutions-bankruptcy-around-corner,NES,Nuverra Environmental Solutions- Bankruptcy Around The Corner,Short
20961, J Mintzmyer,2015-11-12 09:32:00,/article/3675666-diana-shipping-nicely-positioned-far-overpriced,DSX,"Diana Shipping: Nicely Positioned, But Far Overpriced",Short
20962, Darspal S Mann,2015-11-12 09:07:00,/article/3675546-koppers-margin-safety-eroding-fast,KOP,Koppers: Margin Of Safety Eroding Fast,Short
20964, Josh Arnold,2015-11-12 07:12:00,/article/3678736-pressing-hershey-short-due-weak-fundamentals,HSY,Pressing The Hershey Short Due To Weak Fundamentals,Short
20965, Justin Boyd,2015-11-12 05:34:00,/article/3678516-short-sell-underweight-lofty-valuation-colgate-palmolive,CL,"Short, Sell Or Underweight: The Lofty Valuation Of Colgate-Palmolive",Short
20966, Alex Pitti,2015-11-11 19:40:00,/article/3677776-ben-carson-caused-bubble-mannatech-stock-bursts-proving-right,MTEX,"The Ben Carson-Caused Bubble In Mannatech Stock Bursts, Proving Me Right",Short
20969, Jake Gutwein,2015-11-11 10:39:00,/article/3671386-short-geo-geo-groups-future-behind-bars,GEO,Short GEO: Why The GEO Group's Future Is Behind Bars,Short
20970, Alex Pitti,2015-11-11 10:39:00,/article/3675806-seaworld-cares-for-real-time-ends-orca-shows,SEAS,SeaWorld Cares: It's 'For Real' This Time As It Ends The Orca Shows,Short
20971, Jean Fonteneau,2015-11-11 10:02:00,/article/3675676-anavex-life-sciences-promotional-company-many-red-flags,AVXL,Anavex Life Sciences: A Promotional Company With Too Many Red Flags,Short
20972, Shock Exchange,2015-11-11 08:09:00,/article/3675276-valeant-the-pain-ahead,VRX,Valeant And 'The Pain Ahead',Short
20973, Michael Blair,2015-11-11 05:30:00,/article/3674316-apple-q1-2016-harbinger-softer-days-ahead,AAPL,Apple: Q1 2016 Could Be A Harbinger Of Softer Days Ahead,Short
20974," Edward Vranic, CFA",2015-11-10 16:49:00,/article/3673246-valeant-great-buy-come-supporters-purchase-shares,VRX,"If Valeant Is Such A Great Buy, How Come Its Supporters Can't Purchase Any Shares?",Short
20975, Plain Vanilla Research,2015-11-10 16:10:00,/article/3673066-columbia-sportswear-company-reiterate-perform-target-price-66-per-share,COLM,Columbia Sportswear Company - Reiterate Out Perform With Target Price Of $66 Per Share,Short
20976, Alexander Valtsev,2015-11-10 16:03:00,/article/3673036-netflix-inc-short-risk-lovers,NFLX,Netflix Inc.: Short For Risk-Lovers,Short
20977, Melissa Davis,2015-11-10 15:02:00,/article/3672616-davids-tea-toxic-brew-sweet-promises-overpowered-bitter-reality,DTEA,DAVIDs TEA: A Toxic Brew Of Sweet Promises Overpowered By Bitter Reality,Short
20978, Security Analysis,2015-11-10 14:29:00,/article/3672376-procter-and-gamble-outclassed-2_4-billion-tiny-belgian-company,PG,Procter & Gamble: Being Outclassed By A $2.4 Billion Tiny Belgian Company,Short
20979, Doyle Publishing Ltd.,2015-11-10 14:21:00,/article/3672326-lessons-tangoes-recent-drop,TNGO,Lessons From Tangoe's Recent Drop,Short
20980, Aurelius,2015-11-10 14:07:00,/article/3672236-bofi-boiler-rooms-bad-loans-balance-sheet-maneuvers-underpin-poorly-understood-risks,BOFI,"BofI: Boiler Rooms, Bad Loans, And Off-Balance Sheet Maneuvers Underpin Poorly Understood Risks",Short
20981, Orange Peel Investments,2015-11-10 11:24:00,/article/3671456-teslas-cash-flow-disconnect-provides-fantastic-short-opportunity,TSLA,Tesla's Cash Flow Disconnect Provides A Fantastic Short Opportunity,Short
20982, Nicholas Bodnar,2015-11-10 11:15:00,/article/3671406-even-1_00-share-tcp-international-risky-due-squeezing-margins-potential-future-expenses,TCPI,"Even At ~$1.00/Share, TCP International Is Too Risky Due To Squeezing Margins And Potential For Other Future Expenses",Short
20983, Alpha Exposure,2015-11-10 10:08:00,/article/3671166-eros-return-short-seller-2015,EROS,Eros: Return Of The Short Seller (2015),Short
20984, John Zhang,2015-11-10 09:21:00,/article/3665666-neustar-costly-acquisition-strengthens-bear-case,NSR,NeuStar: Costly Acquisition Strengthens Bear Case,Short
20985, Whitney Tilson,2015-11-10 09:19:00,/article/3670336-wayfair-largest-short-position,W,Why Wayfair Is My Largest Short Position,Short
20987, Josh Arnold,2015-11-10 07:48:00,/article/3670736-chevron-lot-trouble,CVX,Chevron Is In A Lot Of Trouble,Short
20988," Swaraj Chowdhury, CFA",2015-11-10 07:01:00,/article/3670616-titan-international-q3-2015-update-downside-stock-bonds-possible,TWI,Titan International Q3 2015 Update: More Downside For Stock And Bonds Possible,Short
20989, Orange Peel Investments,2015-11-09 19:23:00,/article/3668706-etsy-avoided-costs,ETSY,Etsy To Be Avoided At All Costs,Short
20990, Shock Exchange,2015-11-09 16:02:00,/article/3667876-valeant-mike-pearson-losing-investor-support,VRX,Valeant: Is Mike Pearson Losing Investor Support?,Short
20991, Doyle Publishing Ltd.,2015-11-09 15:45:00,/article/3667766-tenet-healthcare-much-single-headline,THC,Tenet Healthcare: There's Too Much For A Single Headline,Short
